I2FKNY0000                   0+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSB00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSB00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSB0000                   0+0400+0500+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSB0000                   0+0400+0500+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSB0000                   0+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSG00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSG00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSG00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSG0000                   0+0400+0500+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSG0000                   0+0400+0500+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSG0000                   0+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSN00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSN00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSN00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSN0000                   0+0400+0500+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSN0000                   0+0400+0500+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSN0000                   0+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSO00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSO00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSO00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSO0000                   0+0400+0500+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSO0000                   0+0400+0500+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSO0000                   0+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSR00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSR00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSR00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSR0000                   0+0400+0500+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSR0000                   0+0400+0500+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSR0000                   0+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSY00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSY00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2FKSY0000                   0+0400+0500+0000+0000+00000000000000000000000004000100010000250000000000000000
I2FKSY0000                   0+0400+0500+0000+0000+00000000000000000000000004000120012000250000000000000000
I2FKSY0000                   0+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HB  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HB  0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HBNB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HBNB0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HBNY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HBNY0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HC  00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2HC  0000                   0+0400+0250+0000+0000+00000000000000000000000004000100010000250000000000000000
I2HE  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HE  7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HE  7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HENB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HENB7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HENB7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HENY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HENY7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2HENY7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KB  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KB  0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBNB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBNB0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBNG00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBNG0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBNN00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBNN0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBNO00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBNO0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBNY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBNY0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSB0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSG00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSG0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSN00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSN0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSO00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSO0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSR00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSR0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KBSY0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KC  00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2KC  0000                   0+0400+0250+0000+0000+00000000000000000000000004000100010000250000000000000000
I2KE  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KE  7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KE  7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENB7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENB7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENG00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENG7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENG7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENN00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENN7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENN7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENO00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENO7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENO7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENY7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KENY7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESB7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESB7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESG00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESG7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESG7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESN00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESN7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESN7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESO00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESO7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESO7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESR00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESR7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESR7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESY7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2KESY7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LG  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LG  0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LH  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LH  0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LHNB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LHNB0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LHNY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LHNY0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LK  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LK  0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKNB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKNB0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKNG00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKNG0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKNN00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKNN0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKNO00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKNO0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKNY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKNY0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSB0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSG00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSG0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSN00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSN0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSO00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSO0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSR00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSR0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LKSY0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LP  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LP  0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LPNB00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LPNB0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LPNY00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LPNY0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LS  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LS  0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LSCG00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LSCG0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LSCH00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2LSCH0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2MG  00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MG  0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MH  00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MH  0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MHNB00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MHNB0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MHNY00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MHNY0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MK  00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MK  0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKNB00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKNB0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKNG00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKNG0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKNN00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKNN0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKNO00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKNO0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKNY00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKNY0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSB00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSB0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSG00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSG0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSN00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSN0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSO00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSO0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSR00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSR0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSY00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MKSY0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MP  00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MP  0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MPNB00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MPNB0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MPNY00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MPNY0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MS  00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MS  0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MSCG00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MSCG0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MSCH00                     0+0400+0000+0000+0000+00000000000000000000000004000120012000250000000000000000
I2MSCH0000                   0+0400+0250+0000+0000+00000000000000000000000004000120012000250000000000000000
I2PB  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2PB  0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2PBXX00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2PBXX0000                   0+0400+0250+0000+0000+00000000000000000000000004000140014000250000000000000000
I2PC  00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2PC  0000                   0+0400+0250+0000+0000+00000000000000000000000004000100010000250000000000000000
I2PCXX00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2PCXX0000                   0+0400+0250+0000+0000+00000000000000000000000004000100010000250000000000000000
I2PE  00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2PE  7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2PE  7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2PEXX00                     0+0400+0000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2PEXX7585           750085000+0400+0500+0000+0000+00000000000000000000000004000140014000250000000000000000
I2PEXX7595           750095000+0400+1000+0000+0000+00000000000000000000000004000140014000250000000000000000
I2SG  00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2SG  0000                   0+0400+0250+0000+0000+00000000000000000000000004000100010000250000000000000000
I2SH  00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2SH  0000                   0+0400+0250+0000+0000+00000000000000000000000004000100010000250000000000000000
I2SHNB00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2SHNB0000                   0+0400+0250+0000+0000+00000000000000000000000004000100010000250000000000000000
I2SHNY00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2SHNY0000                   0+0400+0250+0000+0000+00000000000000000000000004000100010000250000000000000000
I2SK  00                     0+0400+0000+0000+0000+00000000000000000000000004000100010000250000000000000000
I2SK  0000                   0+0400+0250+0000+0000+00000000000000000000000004000100010000250000000000000000
