AD    60   10000000015400003610000368000015400
AD    60   10040000017400004080000415000017400
ADFZ  60   10000000018400004310000438000018400
ADFZ  60   10040000020400005040000511000020400
ADLT  55   16000000018400004310000438000018400
ADLT  55   16040000020400005040000511000020400
ADNF  60   10000000018400004310000438000018400
ADNF  60   10040000020400005040000511000020400
ADUN  60   10000000015400003610000368000015400
ADUN  60   10040000017400004080000415000017400
ADZF  60   10000000018400004310000438000018400
ADZF  60   10040000020400005040000511000020400
BG    65   20000000003700001370000141000003700
BG    65   20040000004700001670000171000004700
BI    55   20000000003520000970000104000003520
BI    55   20040000004820001320000139000004820
BI    60   20000000003520000970000104000003520
BI    60   20040000004820001320000139000004820
BI    65   20000000003520000970000104000003520
BI    65   20040000004820001320000139000004820
BI    70   20000000003520000970000104000003520
BI    70   20040000004820001320000139000004820
CB    65   08000000002340000730000077000002340
CB    65   08040000002640000810000085000002640
CB    70   08000000002340000730000077000002340
CB    70   08040000002640000810000085000002640
CB    75   08000000002340000730000077000002340
CB    75   08040000002640000810000085000002640
COB   60   10000000006560001790000186000006560
COB   60   10040000007860002140000221000007860
COB   65   10000000006560001790000186000006560
COB   65   10040000007860002140000221000007860
COB   70   10000000006560001790000186000006560
COB   70   10040000007860002140000221000007860
COB   75   10000000006560001790000186000006560
COB   75   10040000007860002140000221000007860
COBNB 60   08000000008110002300000237000008110
COBNB 60   08040000009410002650000272000009410
COBNB 65   08000000008110002300000237000008110
COBNB 65   08040000009410002650000272000009410
COBNB 70   08000000008110002300000237000008110
COBNB 70   08040000009410002650000272000009410
COBNB 75   08000000008110002300000237000008110
COBNB 75   08040000009410002650000272000009410
COBNY 60   08000000008110002300000237000008110
COBNY 60   08040000009410002650000272000009410
COBNY 65   08000000008110002300000237000008110
COBNY 65   08040000009410002650000272000009410
COBNY 70   08000000008110002300000237000008110
COBNY 70   08040000009410002650000272000009410
COBNY 75   08000000008110002300000237000008110
COBNY 75   08040000009410002650000272000009410
COC   60   08000000003640001070000111000003640
COC   60   08040000003940001150000119000003940
COC   65   08000000003640001070000111000003640
COC   65   08040000003940001150000119000003940
COC   70   08000000003640001070000111000003640
COC   70   08040000003940001150000119000003940
COC   75   08000000003640001070000111000003640
COC   75   08040000003940001150000119000003940
COE   55   12000000002970000890000093000002970
COE   55   12050000003270000970000101000003270
COE   60   12000000002970000890000093000002970
COE   60   12050000003270000970000101000003270
COE   65   12000000002970000890000093000002970
COE   65   12050000003270000970000101000003270
COE   70   12000000002970000890000093000002970
COE   70   12050000003270000970000101000003270
COE   75   12000000002970000890000093000002970
COE   75   12050000003270000970000101000003270
COEL  65   06000000003700001390000143000003700
COEL  65   06030000003700001390000143000003700
COEL  65   10000000003600001390000143000003600
COEL  65   10030000003600001390000143000003600
COEL  70   06000000003700001390000143000003700
COEL  70   06030000003700001390000143000003700
COEL  70   10000000003700001390000143000003700
COEL  70   10030000003700001390000143000003700
COEL  75   06000000003700001390000143000003700
COEL  75   06030000003700001390000143000003700
COEL  75   10000000003600001390000143000003600
COEL  75   10030000003600001390000143000003600
COENB 55   12000000005530001540000158000005530
COENB 55   12040000005830001620000166000005830
COENB 60   12000000005530001540000158000005530
COENB 60   12040000005830001620000166000005830
COENB 65   12000000005530001540000158000005530
COENB 65   12040000005830001620000166000005830
COENB 70   12000000005530001540000158000005530
COENB 70   12040000005830001620000166000005830
COENB 75   12000000005530001540000158000005530
COENB 75   12040000005830001620000166000005830
COENY 55   12000000005530001540000158000005530
COENY 55   12040000005830001620000166000005830
COENY 60   12000000005530001540000158000005530
COENY 60   12040000005830001620000166000005830
COENY 65   12000000005530001540000158000005530
COENY 65   12040000005830001620000166000005830
COENY 70   12000000005530001540000158000005530
COENY 70   12040000005830001620000166000005830
COENY 75   12000000005530001540000158000005530
COENY 75   12040000005830001620000166000005830
COH   65   12000000004320001180000122000004320
COH   65   12040000004620001260000130000004620
COH   70   12000000004320001180000122000004320
COH   70   12040000004620001260000130000004620
COH   75   12000000004320001180000122000004320
COH   75   12040000004620001260000130000004620
COHL  65   06000000004450001490000153000004450
COHL  65   06030000004450001490000153000004450
COHL  65   10000000004450001490000153000004450
COHL  65   10030000004450001490000153000004450
COHL  70   06000000004450001490000153000004450
COHL  70   06030000004450001490000153000004450
COHL  70   10000000004450001490000153000004450
COHL  70   10030000004450001490000153000004450
COHL  75   06000000004450001490000153000004450
COHL  75   06030000004450001490000153000004450
COHL  75   10000000004450001490000153000004450
COHL  75   10030000004450001490000153000004450
COHNB 65   12000000006890001830000187000006890
COHNB 65   12040000007190001910000195000007190
COHNB 70   12000000006890001830000187000006890
COHNB 70   12040000007190001910000195000007190
COHNY 65   12000000006890001830000187000006890
COHNY 65   12040000007190001910000195000007190
COHNY 70   12000000006890001830000187000006890
COHNY 70   12040000007190001910000195000007190
COI   55   18000000000000000000000000000000000
COI   55   18040000000000000000000000000000000
COI   60   18000000006960001850000189000006960
COI   60   18040000007260001930000197000007260
COI   65   18000000006960001850000189000006960
COI   65   18040000007260001930000197000007260
COI   70   18000000006960001850000189000006960
COI   70   18040000007260001930000197000007260
COI   75   18000000006960001850000189000006960
COI   75   18040000007260001930000197000007260
COS   55   16000000002170000650000069000002170
COS   55   16040000002470000730000077000002470
COS   62   16000000002170000650000069000002170
