I3GKNYImpr. FS 3  Allround CM IQ 1.60 GY      20140915        3110010012159701304050100010000011010140000000000121108                   000000
I3GKSBImpr. FS 3 Allround CM IQ SUN 1.60 BN   20140915        3110010012159701304050100010000011010140000000000101150                   000000
I3GKSGImpr. FS 3 Allround CM IQ CO SUN 1.60 GN20140915        3110010012159701304050100010000011010140000000000101234                   000000
I3GKSNImpr. FS 3 Allround CM IQ SUN 1.60 GN   20140915        3110010012159701304050100010000011010140000000000101192                   000000
I3GKSOImpr. FS 3 Allround CM IQ CO SUN 1.60 OR20140915        3110010012159701304050100010000011010140000000000101255                   000000
I3GKSRImpr. FS 3 Allround CM IQ CO SUN 1.60 BN20140915        3110010012159701304050100010000011010140000000000101213                   000000
I3GKSYImpr. FS 3 Allround CM IQ SUN 1.60 GY   20140915        3110010012159701304050100010000011010140000000000101171                   000000
I3HG  Impr. FS 3 Active 1.74                  20140915        3110010012174001473250100000000011010100000000000121001                   000000
I3HH  Impr. FS 3 Active 1.67                  20140915        3110010012166801373140100000000011010100000000000121016                   000000
I3HHNBImpr. FS 3 Active CM IQ 1.67 BN         20140915        3110010012166801373140100010000011010140000000000121038                   000000
I3HHNYImpr. FS 3 Active CM IQ 1.67 GY         20140915        3110010012166801373140100010000011010140000000000121062                   000000
