I2HE  7595 -0250+0600000004000001000800
I2HE  7595 -0350-0275000004000000000750
I2HE  7595 -0425-0375000004000000000700
I2HE  7595 -0500-0450000004000000000650
I2HE  7595 -0575-0525000004000000000600
I2HE  7595 -0600-0600000004000000000550
I2HENB7595 -0250+0600000004000001000800
I2HENB7595 -0350-0275000004000000000750
I2HENB7595 -0425-0375000004000000000700
I2HENB7595 -0500-0450000004000000000650
I2HENB7595 -0575-0525000004000000000600
I2HENB7595 -0600-0600000000000000000550
I2HENY7595 -0250+0600000004000001000800
I2HENY7595 -0350-0275000004000000000750
I2HENY7595 -0425-0375000004000000000700
I2HENY7595 -0500-0450000004000000000650
I2HENY7595 -0575-0525000004000000000600
I2HENY7595 -0600-0600000000000000000550
I2KE  7595 -0175+0600000004000001000800
I2KE  7595 -0250-0200000004000000000750
I2KE  7595 -0325-0275000004000000000700
I2KE  7595 -0400-0350000004000000000650
I2KE  7595 -0475-0425000004000000000600
I2KE  7595 -0550-0500000004000000000550
I2KE  7595 -0600-0575000004000000000500
I2KENB7595 -0175+0600000004000001000800
I2KENB7595 -0250-0200000004000000000750
I2KENB7595 -0325-0275000004000000000700
I2KENB7595 -0400-0350000004000000000650
I2KENB7595 -0475-0425000004000000000600
I2KENB7595 -0550-0500000004000000000550
I2KENB7595 -0600-0575000004000000000500
I2KENG7595 -0175+0600000004000001000800
I2KENG7595 -0250-0200000004000000000750
I2KENG7595 -0325-0275000004000000000700
I2KENG7595 -0400-0350000004000000000650
I2KENG7595 -0475-0425000004000000000600
I2KENG7595 -0550-0500000004000000000550
I2KENG7595 -0600-0575000004000000000500
I2KENN7595 -0175+0600000004000001000800
I2KENN7595 -0250-0200000004000000000750
I2KENN7595 -0325-0275000004000000000700
I2KENN7595 -0400-0350000004000000000650
I2KENN7595 -0475-0425000004000000000600
I2KENN7595 -0550-0500000004000000000550
I2KENN7595 -0600-0575000004000000000500
I2KENO7595 -0175+0600000004000001000800
I2KENO7595 -0250-0200000004000000000750
I2KENO7595 -0325-0275000004000000000700
I2KENO7595 -0400-0350000004000000000650
I2KENO7595 -0475-0425000004000000000600
I2KENO7595 -0550-0500000004000000000550
I2KENO7595 -0600-0575000004000000000500
I2KENY7595 -0175+0600000004000001000800
I2KENY7595 -0250-0200000004000000000750
I2KENY7595 -0325-0275000004000000000700
I2KENY7595 -0400-0350000004000000000650
I2KENY7595 -0475-0425000004000000000600
I2KENY7595 -0550-0500000004000000000550
I2KENY7595 -0600-0575000004000000000500
I2KEPB7595 -0175+0600000004000001000800
I2KEPB7595 -0250-0200000004000000000750
I2KEPB7595 -0325-0275000004000000000700
