AD    60   10000000017400004080000415000017400
AD    60   10040000017400004080000415000017400
ADFZ  60   10000000020400005040000511000020400
ADFZ  60   10040000020400005040000511000020400
ADLT  55   16000000020400005040000511000020400
ADLT  55   16040000020400005040000511000020400
ADNF  60   10000000020400005040000511000020400
ADNF  60   10040000020400005040000511000020400
ADUN  60   10000000017400004080000415000017400
ADUN  60   10040000017400004080000415000017400
ADZF  60   10000000020400005040000511000020400
ADZF  60   10040000020400005040000511000020400
BG    65   20000000004700001670000172000004700
BG    65   20040000004700001670000172000004700
BI    55   20000000004770001330000140000004770
BI    55   20040000004770001330000140000004770
BI    60   20000000004770001330000140000004770
BI    60   20040000004770001330000140000004770
BI    65   20000000004770001330000140000004770
BI    65   20040000004770001330000140000004770
BI    70   20000000004770001330000140000004770
BI    70   20040000004770001330000140000004770
CB    65   08000000002700000850000090000002700
CB    65   08040000002700000850000090000002700
CB    70   08000000002700000850000090000002700
CB    70   08040000002700000850000090000002700
CB    75   08000000002700000850000090000002700
CB    75   08040000002700000850000090000002700
COB   60   10000000007780002060000213000007780
COB   60   10040000007780002060000213000007780
COB   65   10000000007780002060000213000007780
COB   65   10040000007780002060000213000007780
COB   70   10000000007780002060000213000007780
COB   70   10040000007780002060000213000007780
COB   75   10000000007780002060000213000007780
COB   75   10040000007780002060000213000007780
COBNB 60   08000000009830002560000263000009830
COBNB 60   08040000009830002560000263000009830
COBNB 65   08000000009830002560000263000009830
COBNB 65   08040000009830002560000263000009830
COBNB 70   08000000009830002560000263000009830
COBNB 70   08040000009830002560000263000009830
COBNB 75   08000000009830002560000263000009830
COBNB 75   08040000009830002560000263000009830
COBNY 60   08000000009830002560000263000009830
COBNY 60   08040000009830002560000263000009830
COBNY 65   08000000009830002560000263000009830
COBNY 65   08040000009830002560000263000009830
COBNY 70   08000000009830002560000263000009830
COBNY 70   08040000009830002560000263000009830
COBNY 75   08000000009830002560000263000009830
COBNY 75   08040000009830002560000263000009830
COC   60   08000000004050001210000126000004050
COC   60   08040000004050001210000126000004050
COC   65   08000000004050001210000126000004050
COC   65   08040000004050001210000126000004050
COC   70   08000000004050001210000126000004050
COC   70   08040000004050001210000126000004050
COC   75   08000000004050001210000126000004050
COC   75   08040000004050001210000126000004050
COE   55   12000000003250000960000101000003250
COE   55   12050000003250000960000101000003250
COE   60   12000000003250000960000101000003250
COE   60   12050000003250000960000101000003250
COE   65   12000000003250000960000101000003250
COE   65   12050000003250000960000101000003250
COE   70   12000000003250000960000101000003250
COE   70   12050000003250000960000101000003250
COE   75   12000000003250000960000101000003250
COE   75   12050000003250000960000101000003250
COEL  65   06000000003700001390000144000003700
COEL  65   06030000003700001390000144000003700
COEL  65   10000000003600001390000144000003600
COEL  65   10030000003600001390000144000003600
COEL  70   06000000003700001390000144000003700
COEL  70   06030000003700001390000144000003700
COEL  70   10000000003700001390000144000003700
COEL  70   10030000003700001390000144000003700
COEL  75   06000000003700001390000144000003700
COEL  75   06030000003700001390000144000003700
COEL  75   10000000003600001390000144000003600
COEL  75   10030000003600001390000144000003600
COENB 55   12000000005920001610000166000005920
COENB 55   12040000005920001610000166000005920
COENB 60   12000000005920001610000166000005920
COENB 60   12040000005920001610000166000005920
COENB 65   12000000005920001610000166000005920
COENB 65   12040000005920001610000166000005920
COENB 70   12000000005920001610000166000005920
COENB 70   12040000005920001610000166000005920
COENB 75   12000000005920001610000166000005920
COENB 75   12040000005920001610000166000005920
COENY 55   12000000005920001610000166000005920
COENY 55   12040000005920001610000166000005920
COENY 60   12000000005920001610000166000005920
COENY 60   12040000005920001610000166000005920
COENY 65   12000000005920001610000166000005920
COENY 65   12040000005920001610000166000005920
COENY 70   12000000005920001610000166000005920
COENY 70   12040000005920001610000166000005920
COENY 75   12000000005920001610000166000005920
COENY 75   12040000005920001610000166000005920
COH   65   12000000004660001260000131000004660
COH   65   12040000004660001260000131000004660
COH   70   12000000004660001260000131000004660
COH   70   12040000004660001260000131000004660
COH   75   12000000004660001260000131000004660
COH   75   12040000004660001260000131000004660
COHL  65   06000000004450001490000154000004450
COHL  65   06030000004450001490000154000004450
COHL  65   10000000004450001490000154000004450
COHL  65   10030000004450001490000154000004450
COHL  70   06000000004450001490000154000004450
COHL  70   06030000004450001490000154000004450
COHL  70   10000000004450001490000154000004450
COHL  70   10030000004450001490000154000004450
COHL  75   06000000004450001490000154000004450
COHL  75   06030000004450001490000154000004450
COHL  75   10000000004450001490000154000004450
COHL  75   10030000004450001490000154000004450
COHNB 65   12000000007320001910000196000007320
COHNB 65   12040000007320001910000196000007320
COHNB 70   12000000007320001910000196000007320
COHNB 70   12040000007320001910000196000007320
COHNY 65   12000000007320001910000196000007320
COHNY 65   12040000007320001910000196000007320
COHNY 70   12000000007320001910000196000007320
COHNY 70   12040000007320001910000196000007320
COI   55   18000000007400001940000199000007400
COI   55   18040000007400001940000199000007400
COI   60   18000000007400001940000199000007400
COI   60   18040000007400001940000199000007400
COI   65   18000000007400001940000199000007400
COI   65   18040000007400001940000199000007400
COI   70   18000000007400001940000199000007400
COI   70   18040000007400001940000199000007400
COI   75   18000000007400001940000199000007400
COI   75   18040000007400001940000199000007400
COS   55   16000000002420000710000076000002420
COS   55   16040000002420000710000076000002420
COS   62   16000000002420000710000076000002420
COS   62   16040000002420000710000076000002420
COS   66   16000000002420000710000076000002420
COS   66   16040000002420000710000076000002420
COS   70   16000000002420000710000076000002420
COS   70   16040000002420000710000076000002420
COS   75   16000000002420000710000076000002420
COS   75   16040000002420000710000076000002420
COS   80   16000000002420000710000076000002420
COS   80   16040000002420000710000076000002420
COX   60   10000000002530000760000081000002530
COX   60   10040000002530000760000081000002530
COX   65   10000000002530000760000081000002530
COX   65   10040000002530000760000081000002530
COX   70   10000000002530000760000081000002530
COX   70   10040000002530000760000081000002530
COX   75   10000000002530000760000081000002530
COX   75   10040000002530000760000081000002530
CS    65   08000000002700000850000090000002700
CS    65   08040000002700000850000090000002700
CS    70   08000000002700000850000090000002700
CS    70   08040000002700000850000090000002700
DABI  60   08000000004800002190000226000004800
DABI  60   08040000004800002190000226000004800
DABI  65   08000000004800002190000226000004800
DABI  65   08040000004800002190000226000004800
DABI  70   08000000004800002190000226000004800
DABI  70   08040000004800002190000226000004800
DABI  75   08000000004800002190000226000004800
DABI  75   08040000004800002190000226000004800
DINB  6571 06000000008100002060000213000008100
DINB  6571 06040000008100002060000213000008100
DINB  7076 06000000008100002060000213000008100
DINB  7076 06040000008100002060000213000008100
DINB  7581 06000000008100002060000213000008100
DINB  7581 06040000008100002060000213000008100
